id,user_id,image_url,status,confidence,vision_ai_tag,vision_ai_confidence,seed_variety,recommendation,risk_factors,created_at
902f0800-56af-44ba-88be-ae60ba37472e,0e758853-777a-41ac-a9b5-d3285eff8178,https://example.com/seeds/37.jpg,fake,0.853,Potato,0.7383,JK Seeds Potato Hybrid 755,Consult local officer,[],2026-03-23 09:50:40+00
bff61d08-9bf3-4ccb-bfb6-6352af59aa31,908b7b17-d9e1-4184-9c6f-befa6e0d25c2,https://example.com/seeds/38.jpg,suspicious,0.6924,Potato,0.7415,Mahyco Potato Hybrid 372,Consult local officer,[],2026-03-10 09:06:40+00
db58dbb4-cd4d-406a-be46-6bd5e3e041e4,c587dc64-3487-44f4-ae99-28ddc43dc623,https://example.com/seeds/39.jpg,suspicious,0.7768,Chilli,0.913,Mahyco Chilli Hybrid 169,Consult local officer,[],2026-03-25 09:12:40+00
815dd61d-9d48-457d-8550-787a0d6faf91,d57c79e7-e981-4893-a92b-35365d753a20,https://example.com/seeds/40.jpg,genuine,0.6741,Wheat,0.9584,Monsanto Wheat Hybrid 143,Safe to use,[],2026-03-07 13:03:40+00
b86d9884-8473-42e8-9fbd-3baa92786630,2971bcb1-e55b-4ec2-b9c3-85b06fa025c7,https://example.com/seeds/41.jpg,genuine,0.8528,Wheat,0.928,Kaveri Wheat Hybrid 219,Safe to use,[],2026-04-30 00:48:40+00
24e746ec-7295-4cdb-8bc4-7c8014393795,d0dba60b-a694-4c5b-8872-cbe3acd2206b,https://example.com/seeds/42.jpg,fake,0.8965,Potato,0.974,Nuziveedu Potato Hybrid 860,Consult local officer,[],2026-04-27 13:48:40+00
b6a6d907-acd5-4935-ba33-76c54f787f9a,a29d68c4-1dfe-4193-8a7e-b2dd9aa217bd,https://example.com/seeds/43.jpg,suspicious,0.658,Mustard,0.7068,Rasi Seeds Mustard Hybrid 450,Consult local officer,[],2026-03-06 23:38:40+00
79151124-258c-42ea-8c48-edcd5c6fab1e,404a6bc5-6a34-4cdd-bf4d-2e0f5433e3bd,https://example.com/seeds/44.jpg,fake,0.9032,Mustard,0.7703,Rasi Seeds Mustard Hybrid 766,Consult local officer,[],2026-04-22 22:01:40+00
ed99ad7c-aae8-4815-8d3b-c40d6e9aedc2,d57c79e7-e981-4893-a92b-35365d753a20,https://example.com/seeds/45.jpg,genuine,0.8329,Chilli,0.7843,Mahyco Chilli Hybrid 169,Safe to use,[],2026-04-26 21:26:40+00
5771ebb4-4ca1-4b64-a413-a7b9b37223aa,8d0b4473-3ed0-41d3-8bf6-90fd18c5a6ff,https://example.com/seeds/46.jpg,suspicious,0.8202,Rice,0.9235,Kaveri Rice Hybrid 253,Consult local officer,[],2026-03-25 03:18:40+00
f2b5163c-1191-4188-ade5-c8350e991fe8,f4e25321-541e-466d-8d27-332e2caffd2e,https://example.com/seeds/47.jpg,genuine,0.8025,Rice,0.8968,Rasi Seeds Rice Hybrid 319,Safe to use,[],2026-05-01 01:33:40+00
e3ab3683-73c6-4023-93b5-df23fc633692,221d089f-1c61-475c-84b1-b6252ce6d094,https://example.com/seeds/48.jpg,genuine,0.9347,Tomato,0.8733,Kaveri Tomato Hybrid 436,Safe to use,[],2026-03-30 21:51:40+00
a0aebad7-6f7a-4a38-aaef-69c62df607c8,bca6715e-0db4-4e73-ad4d-89dc0bc60ba1,https://example.com/seeds/49.jpg,genuine,0.6032,Potato,0.932,Rasi Seeds Potato Hybrid 523,Safe to use,[],2026-03-27 23:45:40+00
14e19d57-2800-496a-ba15-405c28677236,908b7b17-d9e1-4184-9c6f-befa6e0d25c2,https://example.com/seeds/50.jpg,fake,0.8746,Potato,0.8891,Nuziveedu Potato Hybrid 747,Consult local officer,[],2026-03-16 03:10:40+00
ee2bbd36-9351-4277-85d6-eece9cfb58a7,3e3cf1ae-2940-43f6-86fb-cc1005f0df7b,https://example.com/seeds/51.jpg,suspicious,0.9701,Mustard,0.8854,Rasi Seeds Mustard Hybrid 450,Consult local officer,[],2026-03-13 22:35:40+00
250ed9c1-b52e-49c8-8e09-33087c072899,c89c23fc-2d51-4b79-a781-4b62fe1bd927,https://example.com/seeds/52.jpg,fake,0.7508,Maize,0.8218,Kaveri Maize Hybrid 270,Consult local officer,[],2026-03-17 14:14:40+00
167f9ee7-c27a-4954-acce-12cab00be410,7b606994-6e78-4dbb-a29a-77e37894d8b9,https://example.com/seeds/53.jpg,suspicious,0.7919,Tomato,0.7311,Nuziveedu Tomato Hybrid 301,Consult local officer,[],2026-03-20 18:24:40+00
74769059-a358-422b-b91b-7a9cbd11122a,0e758853-777a-41ac-a9b5-d3285eff8178,https://example.com/seeds/54.jpg,fake,0.7264,Maize,0.9345,Syngenta Maize Hybrid 404,Consult local officer,[],2026-04-20 20:17:40+00
d53f33ed-3080-45f3-b08b-c4f0760d90a7,c89c23fc-2d51-4b79-a781-4b62fe1bd927,https://example.com/seeds/55.jpg,fake,0.7632,Potato,0.8836,Mahyco Potato Hybrid 372,Consult local officer,[],2026-04-04 18:59:40+00
550e3e51-2ef7-486b-94fb-13b0b4bef715,c7b53eb4-6795-40e7-af12-e5a814c3f637,https://example.com/seeds/56.jpg,genuine,0.7372,Maize,0.9699,Mahyco Maize Hybrid 181,Safe to use,[],2026-04-08 23:35:40+00
8920f357-a9b6-4631-9629-69ee592682b3,32c4d7bd-29ad-4566-98ed-1f03e3f9990d,https://example.com/seeds/57.jpg,fake,0.8299,Maize,0.868,Kaveri Maize Hybrid 270,Consult local officer,[],2026-04-14 21:47:40+00
149513a1-2a2b-44bf-9b35-470bb33ff7c3,f8a908d4-a971-4236-b490-878a9ba48ef5,https://example.com/seeds/58.jpg,genuine,0.7738,Tomato,0.9587,Monsanto Tomato Hybrid 630,Safe to use,[],2026-04-05 20:58:40+00
8ec2650c-51ac-4a6b-83c3-212521711d4a,221d089f-1c61-475c-84b1-b6252ce6d094,https://example.com/seeds/59.jpg,fake,0.8336,Potato,0.9061,Nuziveedu Potato Hybrid 747,Consult local officer,[],2026-04-10 15:49:40+00
